Gurobi 12.0.1:   lim:time = 28800
  tech:threads = 2
  mip:bestbound = 1
Set parameter LogToConsole to value 1
  tech:outlev = 1
Set parameter InfUnbdInfo to value 1
Gurobi Optimizer version 12.0.1 build v12.0.1rc0 (win64 - Windows 11.0 (22631.2))

CPU model: Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz, instruction set [SSE2|AVX|AVX2]
Thread count: 8 physical cores, 16 logical processors, using up to 2 threads

Non-default parameters:
TimeLimit  28800
InfUnbdInfo  1
Threads  2

Optimize a model with 35526 rows, 12575 columns and 140216 nonzeros
Model fingerprint: 0x3b0376dc
Model has 9240 quadratic objective terms
Model has 9240 quadratic constraints
Variable types: 501 continuous, 12074 integer (0 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+03]
  QMatrix range    [1e+00, 7e+00]
  QLMatrix range   [1e+00, 4e+03]
  Objective range  [1e+01, 1e+03]
  QObjective range [2e+02, 5e+03]
  Bounds range     [1e+00, 3e+03]
  RHS range        [1e+00, 3e+03]
  QRHS range       [4e+03, 4e+03]
Presolve added 9141 rows and 176 columns
Presolve time: 1.35s
Presolved: 54411 rows, 22243 columns, 286635 nonzeros
Presolved model has 168 SOS constraint(s)
Variable types: 831 continuous, 21412 integer (21199 binary)
Found heuristic solution: objective 20120.904000
Found heuristic solution: objective 19425.189000

Deterministic concurrent LP optimizer: primal and dual simplex
Showing primal log only...

Concurrent spin time: 0.02s

Solved with dual simplex

Root relaxation: objective 2.874043e+03, 267 iterations, 0.45 seconds (0.27 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
   949   731 3507.55709   51   55 6499.06800 2874.04300  55.8%  35.1  204s
   959   739 3435.95558   54   54 6499.06800 2874.04300  55.8%  35.0  213s
   970   745 3752.76238   56   56 6499.06800 2874.04300  55.8%  35.5  222s
   980   749 3461.99429   59   57 6499.06800 2874.04300  55.8%  35.8  230s
   987   753 3470.63519   62   56 6499.06800 2874.04300  55.8%  35.7  239s
   993   763 3474.92800   64   58 6499.06800 2874.04300  55.8%  36.0  246s
  1005   761 3754.81136   67   51 6499.06800 2874.04300  55.8%  37.1  252s
  1007   763 3499.63196   68   59 6499.06800 2874.04300  55.8%  37.0  257s
  1010   776 3754.81136   68   59 6499.06800 2874.04300  55.8%  37.1  266s
  1024   786 3523.09706   72   57 6499.06800 2874.04300  55.8%  37.3  275s
  1040   794 3918.42851   75   60 6499.06800 2874.04300  55.8%  37.6  284s
  1053   803 3546.12838   79   53 6499.06800 2874.04300  55.8%  37.7  293s
  1066   811 3754.81136   82   58 6499.06800 2874.04300  55.8%  37.6  301s
  1080   809 3931.39997   85   63 6499.06800 2874.04300  55.8%  38.1  306s
  1082   810 3561.54171   86   54 6499.06800 2874.04300  55.8%  38.0  311s
  1084   811 3931.39997   86   63 6499.06800 2874.04300  55.8%  38.0  317s
  1086   820 3561.88464   87   63 6499.06800 2874.04300  55.8%  38.0  324s
  1095   828 3909.44593   89   55 6499.06800 2874.04300  55.8%  38.2  332s
  1107   829 4181.77270   92   65 6499.06800 2874.04300  55.8%  38.4  339s
  1112   844 3571.98016   94   60 6499.06800 2874.04300  55.8%  38.6  350s
  1129   855 3581.73709   98   58 6499.06800 2874.04300  55.8%  38.9  360s
  1146   867 4268.28388  101   63 6499.06800 2874.04300  55.8%  39.5  371s
  1165   879 3589.95775  106   59 6499.06800 2874.04300  55.8%  40.2  381s
  1184   884 3596.38392  110   55 6499.06800 2874.04300  55.8%  40.9  389s
  1196   900 4054.41968  112   56 6499.06800 2874.04300  55.8%  41.5  401s
  1218   911 4107.35273  117   75 6499.06800 2874.04300  55.8%  42.3  415s
  1240   921 3993.77376  122   63 6499.06800 2874.04300  55.8%  43.2  430s
  1260   931 4254.41968  127   48 6499.06800 2874.04300  55.8%  43.6  444s
  1281   936 3666.41936  133   77 6499.06800 2874.04300  55.8%  44.1  458s
  1296   951 3677.28292  137   54 6499.06800 2874.04300  55.8%  44.4  471s
  1318   966 3926.69498  142   66 6499.06800 2874.04300  55.8%  44.5  486s
  1344   981 4841.61956  148   72 6499.06800 2874.04300  55.8%  44.7  502s
  1370   986 5436.26053  154   65 6499.06800 2874.04300  55.8%  44.8  516s
  1392   996 5186.70431  159   68 6499.06800 2874.04300  55.8%  45.2  534s
  1424  1004 3764.50134  167   58 6499.06800 2874.04300  55.8%  45.1  551s
  1457  1004 3785.64707  174   58 6499.06800 2874.04300  55.8%  45.2  567s
  1489  1002 3801.21511  181   59 6499.06800 2874.04300  55.8%  45.4  584s
  1511  1017 4181.61753  186   64 6499.06800 2874.04300  55.8%  45.3  605s
  1546  1031 3842.56218  193   72 6499.06800 2874.04300  55.8%  45.2  628s
  1576  1050 4855.21276  201   75 6499.06800 2874.04300  55.8%  45.7  652s
  1605  1059 4266.63203  209   72 6499.06800 2874.04300  55.8%  45.5  674s
  1637  1066 4317.92792  221   70 6499.06800 2874.04300  55.8%  45.3  699s
  1669  1086 2874.04300   22   35 6499.06800 2874.04300  55.8%  45.0  725s
  1700  1102 3149.36974   31   56 6499.06800 2874.04300  55.8%  46.0  753s
  1726  1096 3322.49700   37   58 6499.06800 2874.04300  55.8%  46.1  771s
  1729  1124 3148.96000   38   56 6499.06800 2874.04300  55.8%  46.1  797s
  1758  1151 3356.35900   45   58 6499.06800 2874.04300  55.8%  46.9  826s
  1794  1178 3215.93685   55   60 6499.06800 2874.04300  55.8%  46.8  852s
  1833  1195 3644.53100   65   49 6499.06800 2874.04300  55.8%  46.6  883s
  1863  1224 3224.09906   73   55 6499.06800 2874.04300  55.8%  46.6  916s
  1902  1256 4071.32420   82   70 6499.06800 2874.04300  55.8%  47.0  959s
  1947  1278 3272.24446   93   60 6499.06800 2874.04300  55.8%  47.2  995s
  1986  1314 3725.93738  102   63 6499.06800 2874.04300  55.8%  47.0 1034s
  2035  1343 3304.67078  114   64 6499.06800 2874.04300  55.8%  47.2 1073s
  2081  1390 3569.57877  126   63 6499.06800 2874.04300  55.8%  47.2 1115s
  2143  1424 4585.13621  141   74 6499.06800 2874.04300  55.8%  47.4 1158s
  2198  1472 4157.70277  153   51 6499.06800 2874.04300  55.8%  47.1 1208s
  2267  1521 4524.79502  168   68 6499.06800 2874.04300  55.8%  47.4 1259s
  2339  1585 4879.30900  186   47 6499.06800 2874.04300  55.8%  47.5 1316s
  2431  1557 5221.86172  210   51 6499.06800 2874.04300  55.8%  48.0 1350s
  2436  1627 5480.43400  212   50 6499.06800 2874.04300  55.8%  48.1 1407s
  2518  1673 4672.58400  238   58 6499.06800 2874.04300  55.8%  49.2 1465s
  2603  1720 4890.43613  261   60 6499.06800 2874.04300  55.8%  49.3 1531s
  2713  1787 5268.30200  291   60 6499.06800 2874.04300  55.8%  49.3 1595s
  2834  1862 5968.29932  321   61 6499.06800 2874.04300  55.8%  48.6 1659s
  2976  1925 2875.21612   24   45 6499.06800 2874.04300  55.8%  47.8 1713s
  3054  2031 2922.08740   37   52 6499.06800 2874.04300  55.8%  47.6 1777s
  3160  2130 3396.13487   59   64 6499.06800 2874.04300  55.8%  48.2 1845s
  3259  2239 4168.99087   81   69 6499.06800 2874.04300  55.8%  48.6 1914s
  3369  2350 3926.40396  108   64 6499.06800 2874.04300  55.8%  48.6 1985s
  3482  2447 4165.08379  136   77 6499.06800 2874.04300  55.8%  48.8 2064s
  3585  2546 4354.09912  159   86 6499.06800 2874.04300  55.8%  49.4 2149s
  3715  2576 4547.19096  192   75 6499.06800 2874.04300  55.8%  49.6 2211s
  3747  2696 3569.94287  200   59 6499.06800 2874.04300  55.8%  49.4 2298s
  3868  2801 4076.42125  235   59 6499.06800 2874.04300  55.8%  49.5 2386s
  3994  2886 4829.08077  270   62 6499.06800 2874.04300  55.8%  49.5 2481s
  4132  3014 3014.29547   49   68 6499.06800 2874.04300  55.8%  49.6 2580s
  4261  3173 3972.67562   82   54 6499.06800 2874.04300  55.8%  49.2 2685s
  4424  3302 4321.32044  125   54 6499.06800 2874.04300  55.8%  50.2 2793s
  4573  3477 4214.71067  163   57 6499.06800 2874.04300  55.8%  50.4 2905s
  4753  3603 4408.69312  209   60 6499.06800 2874.04300  55.8%  50.6 3019s
  4937  3672 5428.61822  255   70 6499.06800 2874.04300  55.8%  51.1 3116s
  5041  3837 3410.05716   32   53 6499.06800 2874.04300  55.8%  51.4 3237s
  5208  4007 4223.61131   88   57 6499.06800 2874.04300  55.8%  50.3 3365s
  5389  4182 4360.38173  170   62 6499.06800 2874.04300  55.8%  49.2 3491s
  5578  4320 infeasible  245      6499.06800 2874.04300  55.8%  48.3 3626s
  5763  4488 3325.04814   57   52 6499.06800 2874.04300  55.8%  47.4 3758s
  5952  4665 3614.37785  137   64 6499.06800 2874.04300  55.8%  46.8 3890s
  6129  4835 4200.46035  198   70 6499.06800 2874.04300  55.8%  45.8 4031s
  6300  4995 4680.54110  270   76 6499.06800 2874.04300  55.8%  44.9 4171s
  6496  5076 3139.72195   36   78 6499.06800 2874.04300  55.8%  44.3 4289s
  6581  5247 3431.69555   60   82 6499.06800 2874.04300  55.8%  44.0 4429s
  6754  5432 4057.94918  121   67 6499.06800 2874.04300  55.8%  43.6 4567s
  6946  5619 4523.73378  192   68 6499.06800 2874.04300  55.8%  42.9 4709s
  7156  5806 5784.04652  267   68 6499.06800 2874.04300  55.8%  42.3 4849s
  7366  5984 3198.50861   84   57 6499.06800 2874.04300  55.8%  41.6 5015s
  7579  6162 3778.82916  170   57 6499.06800 2874.04300  55.8%  41.3 5148s
  7757  6345 3998.31302  252   60 6499.06800 2874.04300  55.8%  40.7 5297s
  7982  6505     cutoff  329      6499.06800 2874.04300  55.8%  40.3 5426s
  8148  6644 3462.42663   80   81 6499.06800 2874.04300  55.8%  40.2 5549s
  8287  6824 3764.11459  115   67 6499.06800 2874.04300  55.8%  39.9 5696s
  8516  7030 4863.70694  187   64 6499.06800 2874.04300  55.8%  39.7 5837s
  8753  7228 3328.03364   35   63 6499.06800 2874.04300  55.8%  39.2 5978s
  8951  7432 3956.93026   87   92 6499.06800 2874.04300  55.8%  39.2 6123s
  9168  7633 3969.91249  141   84 6499.06800 2874.04300  55.8%  39.2 6260s
  9378  7805 4501.54789  193   90 6499.06800 2874.04300  55.8%  39.2 6396s
  9627  7967 4599.29200  255   93 6499.06800 2874.04300  55.8%  39.4 6528s
  9830  8090 3190.24481   28   62 6499.06800 2874.04300  55.8%  39.8 6640s
  9953  8309 3646.60312   56   79 6499.06800 2874.04300  55.8%  39.9 6767s
 10186  8539 4437.66210  146   82 6499.06800 2874.04300  55.8%  39.5 6905s
 10442  8725 4808.32448  263   94 6499.06800 2874.04300  55.8%  39.1 7027s
 10647  8899 2973.54886   30   64 6499.06800 2874.04300  55.8%  38.8 7158s
 10836  9097 5045.11107  115   60 6499.06800 2874.04300  55.8%  38.8 7293s
 11091  9159 3312.85082   46   82 6499.06800 2874.04300  55.8%  38.7 7394s
 11170  9365 4060.15870   75   58 6499.06800 2874.04300  55.8%  38.7 7524s
 11383  9583 5573.69810  175   70 6499.06800 2874.04300  55.8%  38.5 7652s
 11637  9805 4193.21009   97   59 6499.06800 2874.04300  55.8%  38.2 7784s
 11914  9995 3352.69214   44   51 6499.06800 2874.04300  55.8%  37.9 7908s
 12105 10208 5476.87840  128   65 6499.06800 2874.04300  55.8%  37.8 8028s
 12360 10438 4531.72109  107   76 6499.06800 2874.04300  55.8%  37.8 8147s
 12611 10642 3232.61429   31   60 6499.06800 2874.04300  55.8%  37.3 8259s
 12841 10858 4979.48728  144   78 6499.06800 2874.04300  55.8%  37.1 8371s
 13089 11028 4281.33582   69   80 6499.06800 2874.66730  55.8%  37.3 8470s
 13273 11158     cutoff  117      6499.06800 2874.66730  55.8%  37.7 8575s
 13493 11332 3276.80573   44   65 6499.06800 2874.66730  55.8%  37.9 8689s
 13711 11357 4277.86624  142   74 6499.06800 2874.66730  55.8%  38.1 8766s
H13744 11334                    6441.2480000 2874.66730  55.4%  38.1 8766s
 13745 11473 4479.14416  159   78 6441.24800 2874.66730  55.4%  38.1 8870s
H13771 11469                    6403.1920000 2874.66730  55.1%  38.1 8870s
 13931 11666 2875.24004   23   46 6403.19200 2874.66730  55.1%  38.1 8979s
 14135 11862 4862.51123  114   72 6403.19200 2874.66730  55.1%  38.0 9103s
 14368 12017 4418.50613   77   62 6403.19200 2874.96671  55.1%  37.9 9214s
 14566 12211 3348.53701   52   62 6403.19200 2874.96671  55.1%  37.7 9339s
 14797 12435 3311.81092   43   61 6403.19200 2875.18173  55.1%  37.7 9604s
 15038 12496 6281.01060  159   58 6403.19200 2875.18173  55.1%  37.6 9686s
 15113 12788 3361.18515   40   66 6403.19200 2875.18173  55.1%  37.7 9822s
 15432 12968 4498.50053  149   52 6403.19200 2875.18173  55.1%  37.5 9930s
 15627 13144 infeasible  251      6403.19200 2875.57500  55.1%  37.4 10035s
 15820 13331 5115.32255   66   86 6403.19200 2875.72500  55.1%  37.5 10144s
 16032 13489 3937.50895   74   57 6403.19200 2875.72500  55.1%  37.6 10251s
 16218 13690 4999.84602  165   64 6403.19200 2875.72500  55.1%  37.6 10363s
 16443 13859 3122.69182   25   61 6403.19200 2875.72500  55.1%  37.6 10467s
 16614 14054 4321.48196  115   73 6403.19200 2875.72500  55.1%  37.6 10576s
 16842 14205 5039.87555  210   64 6403.19200 2875.72500  55.1%  37.5 10682s
 17015 14315     cutoff  292      6403.19200 2875.72500  55.1%  37.6 10783s
 17127 14467 4413.65297   83   81 6403.19200 2875.72500  55.1%  37.6 10898s
 17291 14641 5558.79662  168   69 6403.19200 2875.72500  55.1%  37.7 11018s
 17487 14780 5637.66030  260   70 6403.19200 2875.72500  55.1%  37.7 11135s
 17664 14915 5720.59417  339   84 6403.19200 2875.72500  55.1%  37.6 11244s
 17847 15038 4202.73841   89   68 6403.19200 2875.72500  55.1%  37.8 11344s
 17974 15226 6021.87451  167   62 6403.19200 2875.72500  55.1%  37.7 11459s
 18196 15393 infeasible  109      6403.19200 2875.72500  55.1%  37.6 11575s
 18385 15603 4546.09829   98   45 6403.19200 2875.72500  55.1%  37.5 11689s
 18609 15627 6033.06585  221   75 6403.19200 2875.72500  55.1%  37.4 11774s
 18633 15755 6076.34273  225   63 6403.19200 2875.72500  55.1%  37.4 11879s
 18799 15939 4356.21900   73   68 6403.19200 2875.72500  55.1%  37.3 11992s
 19007 16132 3127.33485   28   61 6403.19200 2875.72500  55.1%  37.1 12108s
 19227 16305 4622.98636   70   68 6403.19200 2875.72500  55.1%  37.1 12221s
 19420 16475 4477.44697  102   74 6403.19200 2876.83307  55.1%  37.1 12338s
 19608 16620 3987.29927   71   64 6403.19200 2876.83307  55.1%  37.1 12447s
 19770 16799 3240.44000   27   66 6403.19200 2876.83307  55.1%  37.1 12568s
 19970 16987 3267.91845   46   64 6403.19200 2876.83307  55.1%  37.0 12686s
 20165 17179 4044.19254  138   46 6403.19200 2876.83307  55.1%  37.0 12804s
 20370 17365 4774.51915  230   18 6403.19200 2876.83307  55.1%  36.9 12925s
 20600 17495 5757.07580  345   19 6403.19200 2876.83307  55.1%  36.7 13038s
 20807 17628 3910.93469   77   52 6403.19200 2876.83307  55.1%  36.7 13145s
 20940 17837 4269.70745  140   60 6403.19200 2876.83307  55.1%  36.6 13260s
 21189 18037 3617.84719   45   64 6403.19200 2876.83307  55.1%  36.7 13375s
 21389 18213 4926.13482  151   53 6403.19200 2876.83307  55.1%  36.7 13490s
 21606 18356 3187.25874   44   63 6403.19200 2876.96296  55.1%  36.9 13595s
 21749 18503 3264.34056   76   78 6403.19200 2876.96296  55.1%  37.0 13702s
 21898 18724 4158.74503  110   62 6403.19200 2876.96296  55.1%  37.1 13814s
 22121 18975 4899.65300  169   49 6403.19200 2876.96296  55.1%  37.2 13949s
 22392 19115 4882.35843  237   35 6403.19200 2876.96296  55.1%  37.6 14038s
 22630 19131 5008.20986  299   49 6403.19200 2876.96296  55.1%  37.7 14096s
H22641 19131                    6403.1919993 2876.96296  55.1%  37.7 14096s
 22649 19236 6098.95941  305   61 6403.19200 2876.96296  55.1%  37.7 14183s
 22821 19390 5400.78882  370   63 6403.19200 2876.96296  55.1%  37.8 14279s
 23007 19546 4372.34200   98   48 6403.19200 2876.96296  55.1%  37.8 14375s
 23203 19739 3234.51001   51   62 6403.19200 2877.41349  55.1%  37.8 14476s
 23396 19920 5528.99968  166   61 6403.19200 2877.84000  55.1%  37.7 14573s
 23604 20107 3666.57255   49   54 6403.19200 2877.84000  55.1%  37.6 14670s
 23799 20272 4969.97028  144   56 6403.19200 2877.84000  55.1%  37.6 14766s
 23985 20433 5557.73771  252   49 6403.19200 2877.84000  55.1%  37.5 14861s
 24169 20581 3828.53204   73   68 6403.19200 2877.84000  55.1%  37.5 14959s
 24332 20745 3407.65451   41   70 6403.19200 2877.84000  55.1%  37.5 15062s
 24501 20899 5190.04529  120   62 6403.19200 2877.84000  55.1%  37.5 15161s
 24687 21085 3588.52660   64   54 6403.19200 2877.84000  55.1%  37.5 15258s
 24878 21106 5849.98311  162   62 6403.19200 2877.84000  55.1%  37.5 15328s
 24915 21250 6297.02337  174   57 6403.19200 2877.84000  55.1%  37.5 15425s
 25074 21422 4634.64700  109   60 6403.19200 2878.84920  55.0%  37.6 15533s
 25288 21588 3636.07337   49   73 6403.19200 2879.51685  55.0%  37.6 15636s
 25454 21768 4400.02688  126   65 6403.19200 2879.51685  55.0%  37.6 15733s
 25634 21941 4954.27855  197   89 6403.19200 2879.51685  55.0%  37.5 15837s
 25833 22101 5749.48800  281   39 6403.19200 2879.51685  55.0%  37.6 15944s
 26043 22259 6352.99551  355   42 6403.19200 2879.52216  55.0%  37.6 16051s
 26212 22462 3730.16972   68   60 6403.19200 2879.52216  55.0%  37.7 16159s
 26431 22685 4665.69528  121   63 6403.19200 2879.52216  55.0%  37.7 16268s
 26655 22878 4819.03489  181   64 6403.19200 2879.52216  55.0%  37.9 16375s
 26883 23033 4849.91547  237   74 6403.19200 2879.70824  55.0%  38.0 16481s
 27072 23112 3642.73830   74   84 6403.19200 2880.02888  55.0%  38.0 16572s
 27151 23268 3903.98067  120   74 6403.19200 2880.02888  55.0%  38.1 16676s
 27307 23438 4391.15802  205   66 6403.19200 2880.02888  55.0%  38.1 16783s
 27477 23600 5084.78766  292   57 6403.19200 2880.02888  55.0%  38.1 16878s
 27639 23760 6218.58997  375   65 6403.19200 2880.02888  55.0%  38.0 16989s
 27830 23953 3727.29808  103   65 6403.19200 2880.10450  55.0%  37.9 17097s
 28023 24140 4727.06751  196   59 6403.19200 2880.10450  55.0%  37.8 17205s
 28251 24216 3488.45273   41   74 6403.19200 2880.10450  55.0%  37.6 17292s
 28327 24353 4059.93828   80   59 6403.19200 2880.10450  55.0%  37.6 17394s
 28464 24491 5054.21200  144   54 6403.19200 2880.44587  55.0%  37.6 17492s
 28636 24685 3375.22065   33   64 6403.19200 2880.44587  55.0%  37.6 17601s
 28847 24870 5820.75394   83   82 6403.19200 2880.44587  55.0%  37.8 17708s
 29064 25052 4276.28916   88   56 6403.19200 2880.67499  55.0%  37.9 17819s
H29173 25052                    6403.1919966 2880.67499  55.0%  37.9 17819s
 29286 25260     cutoff  179      6403.19200 2880.67499  55.0%  37.9 17930s
 29496 25385 5549.91510  106   64 6403.19200 2881.05416  55.0%  37.8 18052s
 29658 25608 3581.40896   65   68 6403.19200 2881.15201  55.0%  37.8 18202s
 29881 25827 4338.10927  167   81 6403.19200 2881.15201  55.0%  37.8 18347s
 30102 26053 4648.02692  260   69 6403.19200 2881.15201  55.0%  37.6 18486s
 30345 26242 5079.69282  348   63 6403.19200 2881.15201  55.0%  37.5 18611s
 30582 26403 5272.49230  466   76 6403.19200 2881.15201  55.0%  37.4 18727s
 30780 26597 4272.76158   86   50 6403.19200 2881.15201  55.0%  37.4 18851s
 30990 26841 3464.29288   53   58 6403.19200 2881.15201  55.0%  37.4 18973s
 31237 27049 4017.68995  122   50 6403.19200 2881.15201  55.0%  37.5 19089s
 31471 27212 5207.01362  186   51 6403.19200 2881.15201  55.0%  37.6 19204s
 31744 27312 3342.62160   50   62 6403.19200 2881.15201  55.0%  37.5 19303s
 31844 27541 4405.02633   96   75 6403.19200 2881.15201  55.0%  37.6 19421s
 32083 27676 5875.35499  203   69 6403.19200 2881.15201  55.0%  37.5 19529s
 32263 27875 4975.33558   68   68 6403.19200 2881.30886  55.0%  37.6 19644s
 32494 28050 3831.38141   87   82 6403.19200 2881.30886  55.0%  37.6 19753s
 32673 28255 5594.47165  176   67 6403.19200 2881.30886  55.0%  37.6 19872s
 32896 28420 3819.58295   77   63 6403.19200 2881.30886  55.0%  37.5 19986s
 33088 28453 5211.06335  166   70 6403.19200 2881.30886  55.0%  37.5 20071s
 33121 28622 5304.40970  180   67 6403.19200 2881.30886  55.0%  37.5 20189s
 33314 28797 4546.38379   72   70 6403.19200 2881.30886  55.0%  37.5 20305s
 33548 29009 3901.20392   84   61 6403.19200 2881.30886  55.0%  37.5 20410s
 33760 29227 5387.38734  213   46 6403.19200 2881.30886  55.0%  37.6 20520s
 33997 29452 3365.15211   67   59 6403.19200 2881.30886  55.0%  37.6 20631s
 34244 29704 4868.38716  176   53 6403.19200 2881.30886  55.0%  37.6 20741s
 34503 29841 6074.84256  346   79 6403.19200 2881.30886  55.0%  37.5 20849s
 34663 30010 3670.10780   51   64 6403.19200 2881.47598  55.0%  37.5 20961s
 34857 30199 3355.22073   52   65 6403.19200 2881.48974  55.0%  37.5 21071s
 35072 30392 4104.90155  115   70 6403.19200 2881.48974  55.0%  37.6 21187s
 35265 30499 4632.14945  190   65 6403.19200 2881.48974  55.0%  37.5 21283s
 35372 30656 4692.55227  258   69 6403.19200 2881.48974  55.0%  37.4 21389s
 35537 30900 4800.90657  358   78 6403.19200 2881.48974  55.0%  37.3 21503s
 35797 31069 3544.08152   51   54 6403.19200 2881.48974  55.0%  37.2 21616s
 36004 31250 3156.04100   34   56 6403.19200 2881.66514  55.0%  37.3 21726s
 36219 31424 5229.06115  120   61 6403.19200 2881.86035  55.0%  37.2 21837s
 36454 31595 3434.66008   43   70 6403.19200 2882.08486  55.0%  37.3 21946s
 36641 31770 5795.01760  136   68 6403.19200 2882.24057  55.0%  37.2 22055s
 36854 31883 4240.99155   96   76 6403.19200 2882.24057  55.0%  37.2 22162s
 36967 32246 4993.21963  155   55 6403.19200 2882.24057  55.0%  37.2 22370s
 37375 32436 4560.40577  130   60 6403.19200 2882.43877  55.0%  37.1 22489s
 37621 32619 3901.12364   53   57 6403.19200 2882.43877  55.0%  37.2 22604s
 37824 32779 5813.90683  154   43 6403.19200 2882.43877  55.0%  37.1 22718s
